India_news_data
Source,Title,Author,Content/Description,Date
The Times of India,Genome sequencing to play key role in fight against cancer: Mande | Nagpur News - Times of India,,"Nagpur: Whole Genome Sequencing (WGS) of 1,008 individuals, from different ethnic groups of India, has been completed so far under the IndiGen initiative, which was launched in 2019. In the next two years, scientists aim to collect genome data of up to 1 lakh individuals under the initiative.

These WGS data can bring path-breaking developments in the fight against cancer and other major diseases, said Shekhar Mande, former Director General of Council of Scientific and Industrial Research (CSIR). He was speaking to the media on the sidelines of the 108th Indian Science Congress. The WGS project is a brainchild of Mande.

""We conducted the first phase of this project to let the world know that India has a capacity to conduct WGS. The subsequent phases are expected to deliver cost-effective genetic tests, carrier screening applications for expectant couples, enabling efficient diagnosis of heritable cancers and pharmacogenetic tests to prevent adverse drug reactions,"" said Mande. In India, seven crore people have genetic disorders, and the invention may help them, he added.

Dr Mande also said that efforts are on to make India TB-free by 2025. ""We are working on three points -- rapid diagnosis, vaccination and medicine. We are focusing more on medicines because the directly observed therapy (DOT) has been found working well to eliminate TB,"" he said.

The Chennai-based National institute of research in TB is conducting clinical trials of improved BCG vaccines, indigenously developed for the Indian population.

With the National institute of Environment Engineering and Research (NEERI) based in Nagpur, Dr Mande spoke extensively about environmental issues. ""India's economy will become carbon neutral by the year 2070. By now, we have done very well as compared to the other countries in order to complete the Paris Agreement goals,"" Mande claimed.

He said that the present carbon capturing technology itself consumes a considerable amount of energy, which makes the entire exercise futile. As a result, we need to develop new energy efficient technology to deal with the issue.

""But we have done a spectacular job in biofuel. We are among the only two countries in the world to use the bio-aviation fuel in commercial as well as Air Force aircrafts,"" said Mande.

Being a Nagpurian, Dr Mande announced an innovative project for the city, to be implemented in association with NEERI. ""The Nagpur Municipal Corporation (NMC) has allotted land near the flower market for the project. With the help of technical support of NEERI, a small unit would be set up to manufacture incense sticks from flower waste. Flowers from city temples can also be brought here for reuse,"" he added.",2023-01-06T23:26:00Z
The Times of India,Drive Against Plastic To Begin In Mango | Ranchi News - Times of India,,"Jamshedpur: The Mango Notified Area Committee (MNAC) will take up fresh drive to stop use of single-use plastic items in its command area from coming week. The local urban municipal body of Mango conducted search and seizure exercises randomly at regular intervals in 2022, but the use of banned plastic items continues.

""This year we will carry out the drive in a focused way. Awareness on the damage to ecology on using the single-use plastic items will also be increased,"" said city manager, MNAC, Jitendra Kumar. The official said that at picnic spots, sanitation teams found people using thermocol plates, bowls and glasses.

""Last week, 5 kg of banned plastic items was seized from the market. We have warned the shopkeepers not to use the single-use plastic items threatening them with fines on the repeat offence,"" Kumar said.

Further, the official said that along with search and seizure exercise, awareness programmes will be organised at different platforms all through the year, aiming to make people an integral part of the drive, which is expected to be launched this week.

The Union ministry of forest, environment and climate change imposed nationwide ban from July 1, 2022, on decorative thermocol cups, cutlery, glasses and wrapping films that are widely in use in the reception parties, besides earbuds, candy and ice cream sticks, among other things.

Citing financial loss to the industry people due to the ban, particularly to the manufacturer, stockist, supplier, and retailer, who are part of the single-use plastic items trade cycle, the Singhbhum Chamber of Commerce and Industry on December 17, written a letter to chief minister Hemant Soren requesting to lift the ban on the aforementioned items, till the alternative to the banned plastic items is found.

The MNAC official said if people avoid use of the single-use plastic items such as polythene carry bags, the shopkeepers will stop keeping them covertly.",2023-01-03T03:12:00Z
The Hindu,"Tamil Nadu launches special packages for Green Tech, Rural Impact and Women-led startups ",,"The Tamil Nadu Startup and Innovation Mission (StartupTN) has doled out special packages of assistance for Green Tech, Rural Impact and Women-led startups, which were formally launched by Chief Minister M.K. Stalin on Friday.

He also launched a portal, called startuptnmentors.com, to connect startups and aspirant mentees with mentors with a vast experience in their domains in India and worldwide.

The Chief Minister handed over cheques to startups that qualified for Tamil Nadu Startup Seed Grant Fund (TANSEED). He gave away the first tranche of ₹5 lakh each to 25 startups, totalling ₹1.25 crore. The second tranche of ₹5 lakh each will be handed over to them after they reach the milestones set for them. Of the 25 startups, seven were Green Tech startups, eight Rural Impact startups and 10 Women-led startups.

Minister for Micro, Small and Medium Enterprises T.M. Anbarasan, Chief Secretary V. Irai Anbu, MSME Secretary V. Arun Roy and StartupTN Mission Director and Chief Executive Officer Sivarajah Ramanathan were present.

TANSEED was launched by the Tamil Nadu government to support early stage startups with a seed grant of up to ₹10 lakh each. Sixty startups have received the grant and benefited in three editions of TANSEED.

Under the special packages, exclusive co-working spaces will be made available at government-supported incubation centres for women-led startups. These facilities shall be available free of rent and membership fee for the first year (up to ₹2 lakh). A special entrepreneurship training programme, a special women mentorship programme and a portal integrating startup ecosystem enablers are among the benefits for women-led startups.

An annual acceleration programme for women-led startups and FemTech startups and focussed Angel Investor circles under the Tamil Angels platform are among the other key assistance under the package. To avail themselves of these benefits, the startups should be owned by women or co-founded by a group of women having a minimum equity of 75% in the enterprise.

According to StartupTN Mission Director and Chief Executive Officer Sivarajah Ramanathan, Rural Impact startups will get piloting opportunities to test their products and processes in government departments and corporates to establish proof of concept. Exclusive annual hackathons to solve rural problems, mentorship and market access through the Rural Enterprise Ecosystem Development Project will also be provided to these startups.

Commercially viable infrastructure projects that promote sustainability and circularity will be funded through the Green Climate Fund. An exclusive annual acceleration programme free of cost every year for 20 eligible startups, an exclusive annual event to showcase climate action startups and to connect with growth enablers, exposure to global best practices by partnering with global accelerators and visits to international summits and trade expos are among the assistance extended to startups in the Green Tech space.",2022-12-31T07:27:00Z
The Times of India,Envoys blow conch to herald India's innings in G20 presidency | India News - Times of India,,"SWARAJ DWEEP (ANDAMAN & NICOBAR ISLANDS): As India is set to assume the G20 presidency on December 1, the ambassadors and heads of missions of G20 nations on November 26 blew conch shells at the Swaraj Dweep in the Andaman and Nicobar Islands. Amitabh Kant, the G20 sherpa of India, shared the video of G20 ambassadors blowing the conch shell in the Andamans on Twitter.

While sharing the video on the microblogging site, Amitabh Kant said, ""Embarking on our G20 presidency with the auspicious ""Shankhnaad"". Blowing the conch shell with ambassadors & heads of missions of G20 countries at the Swaraj Dweep in the Andamans.""

A special briefing of the resident heads of international organisations was held at Swaraj Dweep in Andaman Nicobar Islands on Saturday, the ministry of external affairs (MEA) said in a press release. More than 40 missions and International Organisations participated in the program.

A detailed briefing was given by the G20 sherpa Amitabh Kant and Harsh Shringla, the chief coordinator of the G20 Summit which is slated to take place in India this year. Kant recalled PM Narendra Modi's statement at the G20 Bali Summit that India's presidency will be ""inclusive, ambitious, decisive and action-oriented"".

During the briefing, the delegates discussed priorities in areas like public digital goods and digital infrastructure, climate action, climate finance and technology collaborations, among others.",2022-11-28T00:08:00Z
The Times of India,25 Aau Students To Get Int'l Training | Vadodara News - Times of India,,"Vadodara/Anand: Twenty-five postgraduate (PG) students of Anand Agricultural University (AAU) will get international training at reputed foreign institutes and universities.

This will happen through the ICAR-World Bank sponsored National Agricultural Higher Education Project (NAHEP)-Center of Advanced Agricultural Science and Technology (CAAST) on secondary agriculture project, which will be administered by the Centre for Agricultural Market Intelligence.

The total expenditure of training of the students will be borne under NAHEP-CAAST project, which will include travel, visa, food, accommodation and other incidental charges.

A total of 40 PG students from different colleges of AAU were scrutinized and selected based on academic score, written test, interview, reservation policy and NAHEP guidelines by a selection committee under chairmanship of vice-chancellor Dr K B Kathiria.

Of the selected 25 students, 15 students are from the B A College of Agriculture, four students each are from the College of Food Processing and Technology, and the College of Agriculture Engineering and Technology at Godhra, and two students are from the College of Horticulture.

""Of these 25 PG students, 12 students will be getting training in the subjects of artificial intelligence, climate change, IoT, food processing, farm machinery, precision agriculture at the Asian Institute of Technology, Thailand. Eight students will get training in the subjects of plant breeding, biotech and pathology at the International Rice Research Institute in Manila while two students will get training in the area of bio-fortification and impact of disease and genetic analysis in wheat at International Maize and Wheat Improvement Centre, Mexico,"" said Kathiria.",2022-11-23T03:36:00Z
The Hindu,"Offshore wind-specific policies need of the hour, say experts ",,"CHENNAI: There are no Offshore Wind (OSW) specific policies or regulations in Tamil Nadu and no single port is ready for handling an OSW project, Rajendra V Kharul, senior advisor, Idam Infrastructure Advisory Pvt Ltd said in Chennai on Tuesday. ""A certain amount of adaptation shall be required for existing ports to be used for OSW purposes. Substantial investment and time would be required to repurpose the existing ports,"" he said making a presentation at a workshop on 'Offshore Wind (OSW) Model Evacuation Framework in Tamil Nadu.'

On the sidelines of the event he said a specific policy from the state on this is the need of the hour.

The workshop was organised by UK Government funded ASPiRE (Accelerating Smart Power and Renewable Energy in India) and was supported by UK FCDO (Foreign, Commonwealth and Development office) and Ministry of New and Renewable Energy (MNRE), Government of India.

According to him, the ecological sensitivity of the Gulf of Mannar region may constraint the OSW development. Appropriate approval and consenting framework is missing. ""Onshore and Offshore wind pockets are in South of the states, while major load centres are in North of the state,"" he said, adding ""The feasibility of OSW power transfer capability needs to be further studied while planning for OSW in Tamil Nadu.""

Rajesh Katyal, director general, National Institute of Wind Energy(NIWE) spoke about India's ambition for offshore wind and took this opportunity to remind the gathering about the draft tender and solicited comments and feedback on the same.

Oliver Ballhatchet, British Deputy High Commissioner, Chennai said, ""The government of UK is committed to supporting India's energy transition and climate goals. The Foreign Commonwealth, and Development Office (FCDO) has been supporting the Indian power sector at the state and central level over the last four decades."" The Government of India, through MNRE has announced its intent to create OSW capacity of 37 GW by 2030 off the coast of Tamil Nadu and Gujarat and this workshop will prove to be a stepping stone to achieve this ambitious target.

Ends",2022-11-22T19:45:00Z
The Times of India,"World Population: World now has 8 billion humans, Why it may not be bad news | India News - Times of India",,"NEW DELHI: 8000000000 -- that's how many humans live on Earth as of November 15, 2022, give or take.

The global population on Tuesday hit the imposing 8-billion mark, doubling in about 48 years from the time it hit the 4 billion mark in 1974. It was also the fastest addition of 1 billion humans to the population.

It took just 11 years for humans to add another 1 billion humans to the planet. It was in October 2011 when the world population hit the 7 billion milestone.

""The growth of our population is a testament to humanity's achievements, including reductions in poverty and gender inequality, advancements in health care, and expanded access to education,"" the United Nations Population Fund said.

Just how much the global population has exploded over the last century is clear from the chart below.

At the turn of the 19th century, there were just about 1.6 billion humans on the planet. Which means that global population has risen almost 5-fold since the early 1990s.

However, the UN estimates that population growth may now begin to slow.

Billionaire Elon Musk presented a rather stark view on this, saying that the world's population is at the risk of collapse due to low birth rates.

According to estimates, it could take 15 years to reach 9 billion. And another 21 years from 9 to 10 billion.

The UN says the population decline is driven by low and falling fertility levels.

Some projections show that the global population will peak at 10.43 billion by the end of the 21st century and then the growth will start declining.

India set to overtake China

China and India are the two most populous countries in the world, with both of them making up over 36% of the total population.

According to the United Nations, India's population will overtake China's during 2023.

China's population will hit the saturation point this year, which means that from now on, it is projected to start shrinking.

On the other hand, India's population will continue to soar and is not expected to start declining before 2064.

Numbers show that the less developed regions of the world added more people to the population compared to the developed countries.

High-income countries used to be home to 28% of the population in 1950, and now have just 16%.

Low and lower middle income countries have 53% of the world's population now, up from 36% in 1950.

Now, for the verdict

Doomsayers, environmentalists and other activists fear that the 8 billion mark portends a demographic disaster.

But there are many arguments which paint a not-so-gloomy picture about the rise in global population. In fact, some feel that it is actually a good thing.

In his TOI+ column, Swaminathan Aiyar, citing economist Julian Simon, wrote that human ingenuity is the greatest resource, not land, food, or minerals.

""Short-term scarcities will constantly occur, induce more investment and research into alternatives, and hence increase supply, replacing scarcity by abundance,"" he said.

The basis for the argument is that despite a growth in population, the world is facing an increasing abundance of resource and not scarcity.

In fact, the growth at which the resources are being generated is greater than the rate at which the population is growing.

""Between 1980 and 2020, world population grew 75% but time-prices of 50 key commodities fell 75%. For every percentage increase in population, global resource abundance increased 8%.

""That confirms Simon's thesis that people are not a burden on but creators of resources,"" Aiyar wrote.

In an article titled ""The world's population has reached 8bn. Don't panic"", the Economist said that longer lives, improvements in nutrition and public health; falls in infant mortality, disease and maternal deaths in childbirth are behind the population growth.

It noted that even during the Covid pandemic, the population growth did not deaccelerate. Thus, there was not much indication of a demographic disaster.

About the environmental impact of 8 billion humans, The Economist said that the developing world pollute far less than the developed.

""According to the UN, poor and lower-middle-income countries account for only a seventh of the world's emissions of carbon dioxide. But 90% of population growth over the next decade will come from these less-polluting countries,"" it said.

This means that there is little evidence that population growth contributes as much to global warming as rising living standards do.

It noted that while does face issues of environmental degradation and political upheaval, the 8 billion mark does not mean demographic disaster. It said the earth is actually ""having something of a Goldilocks moment: neither too hot nor too cold.""",2022-11-15T09:03:00Z
The Hindu,Mutual benefit: On India-U.S. cooperation on trade,,"Both India and the U.S. stand to gain by enhancing cooperation on trade

Treasury Secretary Janet Yellen's visit to India last week highlights the renewed focus in the U.S. on strengthening economic ties with Asia's third-largest economy and 'one of America's indispensable partners'. The current global environment with its macroeconomic, trade and strategic challenges makes it all the more compelling for the world's two largest democracies to deepen their engagement in a way that is mutually beneficial. In Delhi, Ms. Yellen emphasised that ""the United States and India share an interest in strengthening our supply chains in a world where certain governments wield trade as a geopolitical weapon"". The U.S. was particularly keen to minimise its vulnerability to supply-chain disruptions and was therefore pursuing a strategy of 'friendshoring', with India, a key element in the plan to cut its reliance on 'countries that present geopolitical and security risks' to the supply chain. Citing the Ukraine invasion and asserting that Moscow had 'weaponised' its supply of natural gas to Europe, as well as the challenges of China's dominance in the production of products such as solar panels, she underlined Washington's keenness to nurture local partners in developing countries to help mitigate over-concentration on select suppliers.

Ms. Yellen's visit also highlights the opportunities and challenges in the bilateral economic relationship, especially as the current dispensation in Washington moves to mend the ruptures caused by the Trump administration's antagonistic decisions on trade including the withdrawal of duty-free access to Indian exporters under the Generalized System of Preferences (GSP) as well as a 2020 decision to put India back on the U.S. Treasury's 'Monitoring List' over its currency practices. The U.S. is still to reinstate the GSP benefit and exporters on both sides still face challenges, notwithstanding the fact that the U.S. is one of India's largest trading partners. In fact, the International Trade Administration of the U.S. notes in its investment climate summary on India that ""new protectionist measures, including strict enforcement and potential expansion of data localisation measures, increased tariffs... and Indian-specific standards not aligned with international standards effectively closed off producers from global supply chains and restricted the expansion in bilateral trade and investment"". With India set to take up the reins of the G-20 presidency, New Delhi has a chance to steer the global economic and trade agenda towards greater equity, including on climate change, especially given Ms. Yellen's vocal assurance of U.S. backing. Both sides stand much to gain by enhancing mutual trust and cooperation, particularly on trade.",2022-11-14T19:05:00Z
The Times of India,IOC to recycle 20 million PET bottles annually for eco-friendly uniforms - Times of India,,"NEW DELHI: Indian Oil Corporation (IOC), the nation's largest oil firm, will recycle 20 million discarded mineral water, cold drink and other PET bottles annually to make eco-friendly uniforms for staff that man its petrol pumps and LPG distributor agencies, its chairman said.

In a glittering ceremony titled 'Unbottled - Towards a Greener Future', IOC Chairman SM Vaidya launched a special 'sustainable and green' uniform exclusively designed for nearly 3 lakh fuel station attendants and LPG gas delivery personnel of the company.

""There are 3.1 crore footfalls at our petrol stations every day. We deliver 27 lakh LPG cylinders per day and refuel 3,500 aircraft daily. Our tank trucks traverse 15 lakh kilometres a day. We are there everywhere,"" he said at the launch event.

IOC, which meets as much as half of the nation's fuel needs, has already committed to a net zero emission target by 2046 and is now venturing into recycling PET bottles, he added.

Empty PET packaging discarded by the consumer after use becomes PET waste. IOC will deploy an agency to collect such bottles - 20 million annually - and convert them into yarn to weave or knit fabric. This will then be supplied to a textile company for manufacturing uniforms for IOC's petrol pump attendants and LPG gas agency staff.

IOC is the first Indian firm to directly venture into the recycling of PET bottles.

The dress materials for these uniforms have been extracted from recycled polyester derived from the processing of used and discarded PET bottles. This initiative would support recycling about 405 tonnes of PET bottles, equivalent to offsetting over 20 million bottles yearly.

Bollywood actor and environmental activist Bhumi Pednekar lent her name to the initiative.

Vaidya said, ""These eco-friendly uniforms will shine as our green commitment, and I am delighted that our frontline energy soldiers will don them"".

""About 8 million metric tonnes of plastic enter the ocean annually, and about 150 million metric tonnes circulate in our marine ecosystems. At this pace, by 2050, there will be more plastics in the sea than fish. The conversion of plastic bottles into fabric is a beautiful example of how diligent handling of problems opens doors to new opportunities,"" he noted.

Vaidya also spoke of IOC's other eco-conservation outreaches like concerted drives to protect the Indian Single Horned Rhino and the reintroduction of Cheetahs in Indian forests after they went extinct over seven decades ago.

Bhumi Pednekar, while lauding IOC's green outreach, said, ""Each of us can play a significant role by embracing sustainability as the way of life. As a citizen of the country, I feel proud that the country's leading energy company is undertaking unique environmental efforts like these. My thanks and compliments to Indian Oil"".

A passionate advocate for the issue of climate change, Pednekar has also started a pan-India campaign Climate Warriors to raise awareness of environmental conservation and inspire citizens to embrace greener lifestyle choices.

Under this green initiative of IOC, used plastic bottles are shredded into flakes and then melted into micro-pellets. These micro-pellets are converted into yarns for weaving these green clothing.

The green impact of this fabric goes even beyond the recycling benefits. The clothes match virgin polyester in quality, but its manufacturing takes significantly fewer resources.

Its production requires almost 60 per cent less energy, and CO2 emissions are reduced by nearly one-third compared to virgin polyester. Even when these clothes wear out, the used Polycotton uniforms can be mechanically recycled and converted into low-end quilts, blankets or even high-end denim fabric. The fabric conforms to Global Recycling Standard Certification.",2022-11-13T06:54:00Z
The Times of India,Project Led By Iit-k On Drone Tech At Iinventiv | Kanpur News - Times of India,,"Kanpur: IInvenTiv - an event to showcase India's global R&D strength - commenced at IIT-Delhi on Friday. Union Minister for Education and Skill Development and Entrepreneurship, Dharmendra Pradhan, inaugurated IInvenTiv - the first-ever all-IITs R&D Showcase. IIT-Kanpur is also participating in the mega event.

This event aims to bring academia and industry under one roof to showcase India's global R&D strength. The inaugural session was graced by Sunil Bharti Mittal, Founder and Chairperson Bharti Enterprises, as the Guest of Honour. He was accompanied by Dr. Pawan Goenka, Chairman, Steering Committee IInvenTiv, Dr BVR Mohan Reddy, Co-Chairman, Steering Committee IInvenTiv, and Dr. Subhasis Chaudhuri, Director IIT Bombay and Convener, Steering Committee IInvenTiv.

The R&D fair is being organized in commemoration of the 75th year of India's Independence in line with the Azadi ka Amrit Mahotsav initiative. A brochure for IInvenTiv was launched by Dharmendra Pradhan, followed by a visit to the exhibition booths.

It has brought over 300 representatives from industry, including startups, along with government, and embassy officials, and global IIT-alumni. Apart from that, overall footfall of around 3,000 attendees is expected throughout the event, which includes faculty, students, and research scholars from various institutions, among others.

Out of the 6 showcase projects, IIT-Kanpur has led the showcase on the advancements in drone technology and how India can leverage from it. IIT-Madras and IIT-Kanpur have jointly led a showcase on 5G Core and allied technologies. IIT-Bombay has led a presentation on the Bahubhaashak project, which enables speech-to-speech translation of NPTEL, SWAYAM, MOOCs videos in vernacular languages, in-line with the vision of National Education Policy 2020.

There are 75 projects and 6 showcase projects on diverse themes such as, Defence and aerospace, healthcare, Environment and Sustainability, Flexible electronics & Nanotechnology, being exhibited at the event.

IIT-Delhi has led a showcase on the R&D in the broader areas of climate change, agriculture, rural technologies, sanitation etc; IIT- Kharagpur has led a presentation on affordable healthcare devices and technologies; and IIT-Hyderabad has led a presentation on the technological innovations in the electric vehicle (EV) sector.

The two-day event would host representatives from Confederation of Indian Industry (CII), Federation of Indian Chambers of Commerce & Industry (FICCI) and National Association of Software and Service Companies (NASSCOM), along with students, global IIT alumni, faculties of various CFTIs, scientists from DRDO, ISRO, CSIR and ICAR, and so on.

Dr. Pawan Goenka, chairman, BoG IIT Madras, & chairman, Steering Committee IInvenTiv said, ""IInvenTiv shall ignite such a will to drive the nation's course of progress across domains."" Prof. Subhasis Chaudhuri, director IIT Bombay, and Convener of IInvenTiv 2022, said, ""In today's fast-changing world, a robust R&D ecosystem is crucial for the nation. The R&D ecosystem, each IIT has caters to a larger national cause and IInvenTiv celebrates that.""",2022-10-15T03:13:00Z
The Times of India,Work On Bandhwari Waste Plant Likely To Start By December End: Ecogreen | Gurgaon News - Times of India,,"Gurgaon: Construction work on the waste-to-energy (WTE) plant, which was inaugurated by chief minister Manohar Lal Khattar in December last year, will start by December 31 this year.

Representatives of waste management concessionaire Ecogreen have informed the nine-member committee constituted by the National Green Tribunal (NGT) to look into the Bandhwari matter that the engineering, procurement and construction (EPC) contract for the plant will be given to a private agency by December 15.

""Ecogreen has given assurances that work on the WTE will begin by December end. It is the best solution in the current scenario for waste processing. It requires minimum space and also produces energy. The traditional methods require more space and monitoring. We have seen several examples of WTE as a successful model to follow. We will keep a check so that the deadline now given by Ecogreen is adhered to,"" said Anil Mehta, MCG consultant (engineer) for the Swachh Bharat Mission.

MCG officials said Ecogreen is yet to complete the formalities related to environmental clearance and financial closure to set up the WTE plant at the site. The landfill site at Bandhwari has nearly 28 acres of land, out of which MCG has handed over 10 acres to Ecogreen for the plant.

When the foundation stone of the plant was laid on December 10 last year, MCG officials had said the 15 MW plant would generate six lakh units of electricity every day once operational.

Khattar had earlier laid the foundation stone of the plant on April 13, 2018. Ecogreen got environmental clearance for the 15 MW project from the Union ministry of environment, forests and climate change in 2019.

The concessionaire, however, cited space constraints at Bandhwari and the Covid-19 pandemic as the reasons for delay in starting the work on the plant.

""We were waiting for the environmental clearance to install a 25 MW WTE plant. We haven't yet received that clearance, but we have the clearance for a 15 MW plant. The process for finalising the EPC contract is underway. We will start the work on the site by December end,"" said Sanjay Sharma, deputy CEO, Ecogreen.

A delegation of the MCG officials had in July this year visited the WTE plant in Sonipat. The delegation had concluded that MCG requires more land to set up a sanitary landfill and wet waste composting plant to make the WTE plant at Bandhwari successful. The Sonipat WTE plant is spread over 40 acres of land.",2022-10-12T06:19:00Z
The Hindu,KSUM invites applications for Research Incubation Programme ,,"Thiruvananthapuram

The Kerala Startup Mission (KSUM) has invited applications for the Research Incubation Programme (RINP) that seeks to translate research-driven innovations into commercially viable technologies.

The programme, in association with Mahatma Gandhi University, Kottayam, will provide the selected applicants with a start-up grant of up to ₹5 lakh. The aim is to generate more start-ups from the research community. The last date for applications is October 7.

Research scholars/post-doctoral fellows/faculty members, and alumni of universities as well as colleges, scientists and post-graduates who have completed final-year projects from Kerala are eligible to apply.

Major focus areas of the programme include life sciences/biotechnology, healthcare, medical device technology, water conservation, environment, climatic change, nanotechnology, food and agriculture, fisheries, assistive technologies, energy/renewables, value addition/waste management, pharmaceutical science, business, tourism, artificial intelligence, machine learning, engineering, and rural technology.

For registration, visit: bit.ly/RINP-MGU.

For more details, visit: bit.ly/RINP-GUIDELINES or contact 9400039634.",2022-10-03T14:05:00Z
The Times of India,"After draft development norms scrapped, GBA calls for new RP | Goa News - Times of India",,"Panaji: A day after town and country planning (TCP) minister Vishwajit Rane decided to scrap the draft building rules and all the cases under Section 16B of the TCP Act, Goa Bachao Abhiyan (GBA) called for commencement of work on a new regional plan at the earliest.

GBA also welcomed the decision of the TCP minister to scrap the controversial amendments to the TCP Act and all the cases under 16B conceding to public demand.

""GBA awaits the oral pronouncements to translate into the requisite legal notifications. Section 16B, which is primarily responsible for large illegalities, should be addressed once and for all,"" GBA stated.

The GBA has called for separation of development control rules that were merged with building by-laws, which had resulted in unacceptable proposals in the plan and hence the amendments had to be scrapped. ""While the TCP minister indicated that he would talk to the MLAs on the subject, he is yet to respond to our request for a meeting to give a presentation on the impact of the amendments and suggestions for planning keeping the interest of Goa in the changing scenario of climate change and sustainable development,"" general secretary Reboni Saha said.

""At the outset the legal provisions have to be made to ensure that people's participation at the panchayatand/municipal level takes place as per the 73rd and 74th amendments. The amendments in the act need to be reviewed/scrapped to take this into account,"" convenor Sabina Martins stated.",2022-09-27T22:05:00Z
The Times of India,Andhra Pradesh: Tigers number on rise in Nagarjuna Sagar Srisailam Tiger Reserve | Visakhapatnam News - Times of India,,"VISAKHAPATNAM: 'Their survival is in our hands' - the slogan has been implemented in a well-protected manner by the Andhra Pradesh government with the needed measures for tiger protection. With these measures, the tiger population in the state has witnessed steady growth, and now it is above 60 from 48 four-years-ago in the country's largest Tiger Reserve Nagarjuna Sagar Srisailam Tiger Reserve (NSTR).

Apart from the scientific methods of monitoring Tigers, the state put a strong protection network in place to protect the big cats. With these efforts, the forest authorities are expecting around 70 big cats in the NSTR in the recent census. The census details would be revealed on Global Tiger Day or World Tiger day by the central government on Friday.

AP (48) stood on 12th place among the states having the highest number of tigers while Telangana (26) on 16th place in the last census, 2018.

NSTR was created in the year 1982-83, with three wildlife life divisions and it is now in an extent of 3,727 sq km in three undivided districts Kurnool, Prakasam, and Guntur. It is the largest tiger reserve in the country even after the bifurcation of the state.

The state government is now focussing to encourage wildlife eco-tourism in the NSTR area, not in the core area. So that people will know the importance of the wildlife and conditions prevailing in the area to get awareness. The government would announce its plans in a month or two, sources said.

The Principal Chief Conservator of Forest and Head of Forest Forces (PCCF and HoFF) Y Madhusudan Reddy told TOI that healthy growth in the population of tigers was noticed in the NSTR.

""With huge support from the local community, engaged in high protection by helpers and no-poaching cases in the area, besides no man and animal conflict, there has been a steady growth in the numbers,"" the 1990 batch IFS officer said.

He added that people should also know the importance of the conservation of tigers and wild animals. If they visit the areas, then they would be aware of the issue and demand for conservation of wild animals by joining hands with the forest department, he said.

The government should encourage eco-tourism in the areas of NSTR including Atmakuru, Markapuram, Giddalur, Nandyal, Srisailam, Nagarjuna Sagar, and Dornala. So that people should know the importance of protection of tigers and other animals, an NGO activist G Srinivas said.

He further said that the number of pilgrims is high in the Srisailam area but there is a need to encourage eco-tourism in the same area by providing facilities.

The government declared the tiger India's national animal, banned hunting, and set up a conservation scheme called Project Tiger. There are 53 reserves today under the program, and about half are well managed, according to a government assessment. Project Tiger has helped a lot in increasing the number of tigers in India.

Initially, only nine tiger reserves were covered under project tiger and now increased to 53. There were only 1411 tigers in 2006 and 1706 in 2011. The number reached 2,226 in 2014 and 2,967 are in India by the 2018 census. The number is expected to cross 3000 by the 2022 census.

The wildlife deputy conservator of forest G Naga Malleswari said that the reasons behind the decrease in the tiger population were poaching and illegal trade, habitat loss due to human activities, deforestation, climate changes, and others. The AP Forest department successfully addressed the issues of poaching with the help of the local community helpers., she said.",2022-07-28T14:48:00Z
The Times of India,Drought Fear Looms Over State Farmers | Ranchi News - Times of India,,"Daltonganj: An associate director (zonal research centre) of the Birsa Agriculture University (BAU), D N Singh, feared that farmers may resort to distress sale of their goat or cattle to tide over fiscal stress in the wake of scanty rain this monsoon, triggering fears of drought in Palamu.

Singh said, ""Goats are like the ATM cards or instant cash for the poor farmers, who are facing drought-like situation. A poor farmer relies on his goats for food or to meet expenses incurred during treatment for any sick person in the family. Those who do not rear goats have cows and oxen. There is a strong fear of distress sale of livestock if the situation does not improve.""

Singh linked the situation to global warming and climate change. ""There is a paradigm shift in the pattern of rainfall here over past 10 years. June and July didn't have good rain,"" he said.",2022-07-21T03:02:00Z
The Times of India,Ptr Identifies Land To Relocate 210 Households From Core Area | Ranchi News - Times of India,,"Daltonganj: The Palamu Tiger Reserve (PTR) management has identified 300 hectares of land at Lai Paila Pathar in Latehar district and Polpol in Palamu district to relocate the 210 households residing in Latu and Kujrum villages that fall under the reserve's core area. This was stated by deputy director of PTR's south division, Mukesh Kumar.

The relocation of villages from PTR's core habitat has been a long pending work mandated by the National Tiger Conservation Authority (NTCA).

The relocated family will become the owners of the 'khatyani' land and have the right to live for generations or sell it whenever they want.

PTR field director Kumar Ashutosh said the proposal for relocation is awaiting clearance from the Union ministry of environment, forest and climate change. ""The residents of Latu and Kujrum villages are willing to move out voluntarily,"" he added.

Mukesh said, ""The poor inhabitants of Latu and Kujrum villages are a picture of denial as many governmental schemes cannot reach them unless they are relocated."" Living in the jungle, that too in tiger reserve territory, has its own hazards, he added.

Funds worth Rs 26 crore for relocation and resettlement of the 210 households is lying with the PTR since the 2020-21 financial year. Out of this, Rs 21 crore is from the NTCA and Rs 5 crore from the state government.",2022-07-03T22:13:00Z
